V_BELEGPOS.belegnummer;V_BELEGPOS.positionsnr;V_BELEGPOS.artikel;V_BELEGPOS.ArtVar;V_BELEGPOS.Wertposition;V_BELEGPOS.menge;V_BELEGPOS.mengeneinheit;V_BELEGPOS.lagerort;V_BELEGPOS.lieferbedingung;V_BELEGPOS.MRPRelease;V_BELEGPOS.gewicht;V_BELEGPOS.gewichtverp;V_BELEGPOS.wunschtermin;V_BELEGPOS.liefertermin;V_BELEGPOS.transportzeit;V_BELEGPOS.zeiteinheit;V_BELEGPOS.bezeichnung1;V_BELEGPOS.bezeichnung2;V_BELEGPOS.bezeichnung3;V_BELEGPOS.bezeichnung4;V_BELEGPOS.einzelpreis;V_BELEGPOS.wert_rz_1;V_BELEGPOS.wert_rz_2;V_BELEGPOS.wert_rz_art_1;V_BELEGPOS.wert_rz_art_2;V_BELEGPOS.proz_rz_1;V_BELEGPOS.proz_rz_2;V_BELEGPOS.proz_rz_3;V_BELEGPOS.proz_rz_art_1;V_BELEGPOS.proz_rz_art_2;V_BELEGPOS.proz_rz_art_3;V_BELEGPOS.Ursprungszeugnis;c_VURBelegnummer;c_PackInstructAdopt;V_BelegPos.F_IgnoreITS;V_BelegPos.F_Regime;V_BelegPos.H_BackToStock;V_BelegPos.H_Cancelled;V_BelegPos.H_CancelledLine;V_BelegPos.H_Corrected;V_BelegPos.H_CorrectedLine;V_BelegPos.H_EKAER_TransType;V_BelegPos.P_Korrigiert;V_BelegPos.P_KorrigiertePos;V_BelegPos.P_LagerZurucklegen;V_BelegPos.P_Storniert;V_BelegPos.P_StorniertePos;V_BelegPos.USTax_Override;V_BelegPos.USTax_TaxableAmount5;V_BelegPos.USTax_TaxableAmount6;V_BelegPos.USTax_TaxableAmount1;V_BelegPos.USTax_TaxableAmount2;V_BelegPos.USTax_TaxableAmount3;V_BelegPos.USTax_TaxableAmount4;V_BelegPos.USTax_TaxAmount5;V_BelegPos.USTax_TaxAmount6;V_BelegPos.USTax_TaxAmount1;V_BelegPos.USTax_TaxAmount2;V_BelegPos.USTax_TaxAmount3;V_BelegPos.USTax_TaxAmount4;V_BelegPos.USTax_TaxBase;V_BelegPos.USTax_TaxFree;V_BelegPos.USTax_TaxRate5;V_BelegPos.USTax_TaxRate6;V_BelegPos.USTax_TaxRate1;V_BelegPos.USTax_TaxRate2;V_BelegPos.USTax_TaxRate3;V_BelegPos.USTax_TaxRate4;V_BelegPos.uCI_KommZeit;V_BelegPos.uCI_KommZeitEinheit
0;1;;;no;0;0;?;0;yes;0;0;today;?;0;4;;;;;0;0;0;;;0;0;0;;;;no;;;no;0;yes;no;0;no;0;S;no;0;yes;no;0;?;0;0;0;0;0;0;0;0;0;0;0;0;0;?;0;0;0;0;0;0;0;4
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
29;% Rab-/ZuArt;Type of Percentage Discount/Surcharge 1;V_BELEGPOS.proz_rz_art_1;CHARACTER;x(3);
30;% Rab-/ZuArt 2;Type of Percentage Discount/Surcharge 2;V_BELEGPOS.proz_rz_art_2;CHARACTER;x(3);
31;% Rab-/ZuArt 3;Type of Percentage Discount/Surcharge 3;V_BELEGPOS.proz_rz_art_3;CHARACTER;x(3);
32;Präferenz;Preference;V_BELEGPOS.Ursprungszeugnis;LOGICAL;ja/nein;
33;Document Number Blanket Order;;;;;
34;Adopt Packaging Instruction (If Available);;;;;
35;Pos ignorieren;Ignore in Intra-EU Trade Statistics;V_BelegPos.F_IgnoreITS;LOGICAL;ja  /nein;
36;Regime;Regime;V_BelegPos.F_Regime;INTEGER;99;
37;Lagerbewegung;Movement;V_BelegPos.H_BackToStock;LOGICAL;ja  /nein;
38;Storniert;Canceled;V_BelegPos.H_Cancelled;LOGICAL;ja  /nein;
39;Stornierte Pos;Canceled Line;V_BelegPos.H_CancelledLine;DECIMAL;>>9.9;
40;Korrigiert;Corrected;V_BelegPos.H_Corrected;LOGICAL;ja  /nein;
41;Korrigierte Pos;Corrected Line;V_BelegPos.H_CorrectedLine;DECIMAL;>>9.9;
42;EKAER-Transporttyp;EKÁER Type of Transport;V_BelegPos.H_EKAER_TransType;CHARACTER;x(1);
43;Korrigiert;Corrected;V_BelegPos.P_Korrigiert;LOGICAL;ja  /nein;
44;Korrigierte Pos;Corrected Line;V_BelegPos.P_KorrigiertePos;DECIMAL;>>9.9;
45;Lagerbewegung;Movement;V_BelegPos.P_LagerZurucklegen;LOGICAL;ja  /nein;
46;Storniert;Canceled;V_BelegPos.P_Storniert;LOGICAL;ja  /nein;
47;Stornierte Pos;Canceled Line;V_BelegPos.P_StorniertePos;DECIMAL;>>9.9;
48;abw Besteuerung;Different Taxation;V_BelegPos.USTax_Override;LOGICAL;ja/nein;
49;steuerpfl Betrag1;Taxable Amount1;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
50;steuerpfl Betrag2;Taxable Amount2;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
51;steuerpfl Betrag3;Taxable Amount3;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
52;steuerpfl Betrag4;Taxable Amount4;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
53;steuerpfl Betrag5;Taxable Amount5;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
54;steuerpfl Betrag6;Taxable Amount6;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
55;Steuerbetrag1;Tax Amount1;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
56;Steuerbetrag2;Tax Amount2;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
57;Steuerbetrag3;Tax Amount3;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
58;Steuerbetrag4;Tax Amount4;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
59;Steuerbetrag5;Tax Amount5;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
60;Steuerbetrag6;Tax Amount6;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
61;Steuerbasis;Tax Basis;V_BelegPos.USTax_TaxBase;DECIMAL;zzz,zzz,zz9.99-;
62;steuerfrei;Tax-Free;V_BelegPos.USTax_TaxFree;LOGICAL;ja/nein;
63;Steuersatz1;Tax Rate1;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
64;Steuersatz2;Tax Rate2;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
65;Steuersatz3;Tax Rate3;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
66;Steuersatz4;Tax Rate4;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
67;Steuersatz5;Tax Rate5;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
68;Steuersatz6;Tax Rate6;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
69;Kommissionierzeit;Staging Time;V_BelegPos.uCI_KommZeit;INTEGER;zzzzz9;
70;ZE KommZeit;Time Unit for Staging Time;V_BelegPos.uCI_KommZeitEinheit;CHARACTER;9;
